taxon,EOI15_S_2019-08-21,EOI15_S_2019-09-13,EOI15_S_2019-10-23,EOI15_S_2019-11-08,EOI15_S_2019-11-28,EOI15_S_2020-01-21,EOI15_S_2020-02-07,EOI15_S_2020-03-26,EOI15_S_2020-04-23,EOI15_S_2020-05-15,EOI15_S_2020-06-09,EOI15_S_2020-07-02,EOI15_S_2020-07-15,EOI15_S_2020-07-28,EOI15_S_2020-08-14,EOI15_S_2020-09-01,EOI15_S_2020-09-23,EOI15_S_2020-10-09,EOI15_S_2020-10-22,EOI15_S_Au2020,EOI15_S_2020-12-02,EOI15_S_Wi2021
Milano-WF1B-44,0.000418786449931753,0.000566011037215226,0.000249700359568518,0.0005443970086817,0.000477131756526481,0.00217425995372217,0.00035099087423727,0.000728332119446468,0.00067101226993865,0.000433714037877693,0.000796963150940626,0.000443083863691291,0.00111990807015494,0.00102695438293988,0.000385463404104414,0.000950483920291592,0.000485653000930835,0.000531598861753025,0.000757221801543444,0.000634331999609642,0.00159646478837263,0.00193332832795255
Nitrosomonas,6.20424370269264e-05,8.25432762605538e-05,9.98801438274071e-05,0.000171914844846853,0.000113602799172972,5.98420170749222e-05,0.000161995788109509,7.5867929109007e-05,3.83435582822086e-05,0,4.19454289968751e-05,0,2.92149931344766e-05,0.000101427593376778,6.16741446567063e-05,5.78555429742708e-05,0,6.25410425591795e-05,4.83333064814964e-05,6.09934615009271e-05,5.10868732279241e-05,0.000112621067647721
B2M28,0.00449807668445217,0.00719305693127683,0.00644226927686776,0.00638950173347469,0.00415786244973076,0.00540572887576797,0.0103947297370268,0.00781439669822773,0.00343174846625767,0.0109512794564117,0.00618695077703907,0.0100298074599211,0.0106926874872184,0.0149098562263864,0.0156652327428034,0.00827334264532073,0.008755244377892,0.0130241721129491,0.00947332807037329,0.0129306138381965,0.0214309433191142,0.00808994669269465
Desulfuromusa,0.000899615336890433,0.00087260034904014,0.00127347183379944,0.00209163061230337,0.00136323359007566,0.00109710364637357,0.00143096279496733,0.000288298130614227,0.00103527607361963,0.000831285239265578,0.000713072292946876,0.000584065093047611,0.000506393214330928,0.000291604330958237,0.000431719012596944,0.000636410972716979,0.00128158430801193,0.000390881515994872,0.00106333274259292,0.000536742461208158,0.000280977802753582,0.00125760192206622
Cyclobacteriaceae,0.00352090830127807,0.00444554502146125,0.00354574510587295,0.00383943153491304,0.00347624565469293,0.0026928907683715,0.00526486311355905,0.00567492109735373,0.00354677914110429,0.00896342344947232,0.00545290576959376,0.0098686860549424,0.00360318248658545,0.00661815046783477,0.00724671199716299,0.00706664132042879,0.00357494570129642,0.00492510710153538,0.00338333145370475,0.00452571484336879,0.00324401644997318,0.0071514377956303
Sva0996 marine group,9.30636555403896e-05,0.000106127069477855,0,2.86524741411421e-05,4.54411196691886e-05,0.000119684034149844,0,6.06943432872056e-05,1.91717791411043e-05,1.80714182449039e-05,0,6.04205268669943e-05,5.84299862689532e-05,2.53568983441945e-05,0,1.65301551355059e-05,5.39614445478705e-05,3.12705212795897e-05,3.22222043209976e-05,0.000121986923001854,0.000140488901376791,0
Portibacter,4.65318277701948e-05,0.000106127069477855,4.99400719137036e-05,8.59574224234263e-05,9.08822393383773e-05,0,8.09978940547546e-05,6.06943432872056e-05,3.83435582822086e-05,0,0,8.05607024893257e-05,2.92149931344766e-05,7.60706950325836e-05,0,8.26507756775297e-05,1.34903611369676e-05,3.12705212795897e-05,1.61111021604988e-05,1.21986923001854e-05,1.2771718306981e-05,9.38508897064344e-05
Paludibacteraceae,3.10212185134632e-05,1.17918966086505e-05,2.49700359568518e-05,0.00014326237070571,4.54411196691886e-05,0,5.39985960365031e-05,0,0.000115030674846626,9.03570912245193e-05,0,0,0,0,0,0,0,0,0,0,0,0
Candidatus Electrothrix,1.55106092567316e-05,0,0,0.000171914844846853,0.00522572876195669,5.98420170749222e-05,0.000215994384146012,3.03471716436028e-05,0,0,0,0,0,0,0,0,0,0,1.61111021604988e-05,1.21986923001854e-05,6.38585915349051e-05,0.00634432014415497
Chitinophagales,1.55106092567316e-05,0.000106127069477855,0.000174790251697962,0.000429787112117131,0.00015904391884216,0,5.39985960365031e-05,6.06943432872056e-05,1.91717791411043e-05,5.42142547347116e-05,0,6.04205268669943e-05,1.94766620896511e-05,5.07137966883891e-05,1.54185361641766e-05,8.26507756775297e-06,0,1.56352606397949e-05,0,0,1.2771718306981e-05,0
Woeseia,0.00141146544236258,0.00175699259468893,0.00164802237315222,0.0021775880347268,0.00193124758594052,0.00133647171467326,0.0018359522652411,0.00195739257101238,0.000345092024539877,0.000849356657510481,0.00104863572492188,0.00231612019656811,0.00199635786418924,0.00216801480842863,0.00319163698598455,0.00168607582382161,0.00130856503028586,0.00167297288845805,0.0012888881728399,0.00229335415243486,0.00518531763263429,0.00172685637059839
Desulfosarcina,0.0275468420399553,0.0342200839583039,0.0333849380743108,0.0291968711498238,0.0275827596391975,0.0433056730232187,0.0323721583238836,0.0251881524641903,0.0343366564417178,0.0418353332369524,0.0278937102829219,0.0293240957061146,0.0374633595294438,0.0424347693790096,0.0489230152489323,0.0400856262036019,0.0452062001699785,0.0332405641202039,0.0399394222558765,0.02894749682834,0.0256711537970319,0.0320406937457767
Muriicola,1.55106092567316e-05,1.17918966086505e-05,0,0,0,0,0,0,0,3.61428364898077e-05,0,0,0,0,0,0,0,0,0,0,0,0
Halieaceae,0.00670058319890805,0.00623791330597613,0.00724131042748702,0.00753560069912037,0.00606638947583668,0.00564509694406766,0.00537286030563205,0.00655498907501821,0.00394938650306748,0.00704785311551251,0.00459302447515782,0.00682751953597035,0.007703019856457,0.00611101250095088,0.0069075042015511,0.00632278433933102,0.0050858661486368,0.00459676662809969,0.00436610868549518,0.00561139845808529,0.0100257988709801,0.00576244462797507
Kiloniellaceae,1.55106092567316e-05,2.35837932173011e-05,0,2.86524741411421e-05,2.27205598345943e-05,0,0.000107997192073006,9.10415149308085e-05,1.91717791411043e-05,5.42142547347116e-05,0,8.05607024893257e-05,7.79066483586043e-05,3.80353475162918e-05,6.16741446567063e-05,8.26507756775297e-05,4.04710834109029e-05,1.56352606397949e-05,6.44444086419952e-05,9.75895384014834e-05,0.000153260619683772,7.50807117651475e-05
Desulfococcus,0.000620424370269264,0.000330173105042215,0.000324610467439073,0.00068765937938741,0.000590734555699452,0.000997366951248703,0.000269992980182515,0.000227603787327021,0.000191717791411043,0.00023492843718375,0.000377508860971876,0.000322242809957303,0.000594038193734358,0.000215533635925654,0.000215859506298472,0.000338868180277872,0.000404710834109029,0.000281434691516308,0.00040277755401247,0.000463550307407046,0.000472553577358298,0.000450484270590885
MBMPE27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOC36,0.000108574264797121,7.07513796519032e-05,0.000149820215741111,8.59574224234263e-05,0.000386249517188104,0.000119684034149844,5.39985960365031e-05,4.55207574654042e-05,0,0,0,6.04205268669943e-05,1.94766620896511e-05,2.53568983441945e-05,3.08370723283531e-05,5.78555429742708e-05,2.69807222739353e-05,1.56352606397949e-05,3.22222043209976e-05,3.65960769005563e-05,0.000204347492911696,3.75403558825738e-05
NS9 marine group,1.55106092567316e-05,1.17918966086505e-05,2.49700359568518e-05,0,0.000136323359007566,0,2.69992980182515e-05,1.51735858218014e-05,0,1.80714182449039e-05,0,0,0,0,0,8.26507756775297e-06,0,0,1.61111021604988e-05,0,1.2771718306981e-05,3.75403558825738e-05
Ignavibacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfatiglans,0.0173718823675394,0.0194212537144474,0.019201957650819,0.0121486490358442,0.0108604276009361,0.0180722891566265,0.0251633457530104,0.00987800436999272,0.0135352760736196,0.0129210640451063,0.0256076844025922,0.017924756303875,0.0176166408600894,0.0248624388264827,0.0197665633624744,0.024927473944343,0.0237025645176521,0.0264235904812533,0.0243922086709952,0.0212623206792232,0.0126312294056042,0.0205721150236504
BSV26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Novosphingobium,0.000620424370269264,0.00021225413895571,0.000449460647223332,0.000916879172516547,0.00163588030809079,0.000339104763424559,0.000269992980182515,0.000136562272396213,0.000345092024539877,0.000361428364898077,2.09727144984375e-05,0.000241682107467977,6.81683173137788e-05,5.07137966883891e-05,0.000123348289313413,3.30603102710119e-05,9.44325279587735e-05,6.25410425591795e-05,4.83333064814964e-05,6.09934615009271e-05,0.000472553577358298,9.38508897064344e-05
Cycloclasticaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Omnitrophales,0.000232659138850974,8.25432762605538e-05,0.000499400719137036,0.000200567318987995,0.00015904391884216,0.000199473390249741,0.00035099087423727,0.000121388686574411,5.75153374233129e-05,0.000180714182449039,0.000146809001489063,0.00014098122935632,1.94766620896511e-05,0.000202855186753556,1.54185361641766e-05,8.26507756775297e-05,0.000107922889095741,0.000140717345758154,6.44444086419952e-05,4.87947692007417e-05,1.2771718306981e-05,0.000131391245589008
Desulfuromonadaceae,4.65318277701948e-05,0,0,0.000257872267270279,4.54411196691886e-05,0,2.69992980182515e-05,0,0,0,0,2.01401756223314e-05,0,0,0,2.47952327032589e-05,0,3.12705212795897e-05,1.61111021604988e-05,0,0,3.75403558825738e-05
SAR92 clade,0,1.17918966086505e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87701779412869e-05
Silvanigrellales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[Eubacterium] brachy group,0.000263680357364437,5.89594830432527e-05,7.49101078705553e-05,5.73049482822842e-05,0.000340808397518915,1.99473390249741e-05,0.000107997192073006,1.51735858218014e-05,0,9.03570912245193e-05,2.09727144984375e-05,6.04205268669943e-05,9.73833104482554e-06,2.53568983441945e-05,4.62556084925297e-05,3.30603102710119e-05,4.04710834109029e-05,0,1.61111021604988e-05,0.000109788230701669,3.83151549209431e-05,1.87701779412869e-05
NS11-12 marine group,4.65318277701948e-05,0,2.49700359568518e-05,8.59574224234263e-05,0,0,0,3.03471716436028e-05,1.91717791411043e-05,0,0,2.01401756223314e-05,0,0,0,0,0,1.56352606397949e-05,0,0,0,0
Chromatiales,0,0,0,2.86524741411421e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSBL5,3.10212185134632e-05,0,0,2.86524741411421e-05,0,1.99473390249741e-05,2.69992980182515e-05,0,1.91717791411043e-05,3.61428364898077e-05,0,0,9.73833104482554e-06,2.53568983441945e-05,3.08370723283531e-05,0,1.34903611369676e-05,0,0,0,2.5543436613962e-05,1.87701779412869e-05
Zixibacteria,1.55106092567316e-05,3.53756898259516e-05,4.99400719137036e-05,5.73049482822842e-05,0,0,0,3.03471716436028e-05,0,3.61428364898077e-05,0,0,0,1.26784491720973e-05,1.54185361641766e-05,0,0,0,0,0,1.2771718306981e-05,0
Lentimonas,0,0,0,2.86524741411421e-05,0,0,0,0,1.91717791411043e-05,0.000524071129102212,0,4.02803512446629e-05,1.94766620896511e-05,0,3.08370723283531e-05,8.26507756775297e-06,0,0,0,0,2.5543436613962e-05,1.87701779412869e-05
Pseudahrensia,1.55106092567316e-05,5.89594830432527e-05,2.49700359568518e-05,2.86524741411421e-05,2.27205598345943e-05,3.98946780499481e-05,0,3.03471716436028e-05,1.91717791411043e-05,0,0,4.02803512446629e-05,0,1.26784491720973e-05,3.08370723283531e-05,8.26507756775297e-06,1.34903611369676e-05,0,0,0,0,0
Subgroup 10,3.10212185134632e-05,7.07513796519032e-05,0.000124850179784259,0.000171914844846853,0.000227205598345943,0.000398946780499481,8.09978940547546e-05,0.000121388686574411,0,7.22856729796154e-05,0,6.04205268669943e-05,0.000243458276120638,7.60706950325836e-05,0.000231278042462649,8.26507756775297e-05,4.04710834109029e-05,0.000171987867037744,0,0.000109788230701669,0.000306521239367545,3.75403558825738e-05
Sandaracinaceae,0.000791041072093312,0.00123814914390831,0.000873951258489812,0.00106014154322226,0.000817940154045396,0.00271283810739647,0.00140396349694908,0.00121388686574411,0.000766871165644172,0.00169871331502096,0.00121641744090938,0.00197373721098848,0.00187949789165133,0.00202855186753556,0.00254405846708913,0.00150424411733104,0.00110620961323135,0.002439100659808,0.00194944336142035,0.00190299599882893,0.00495542670310864,0.00140776334559652
Sutterellaceae,0.000666956198039459,0.000341965001650866,0.000524370755093887,0.000744964327669694,0.00129507191057188,0.000378999441474507,0.000296992278200767,0.000136562272396213,5.75153374233129e-05,0.000578285383836924,6.29181434953126e-05,0.000181261580600983,4.86916552241277e-05,5.07137966883891e-05,0.000123348289313413,9.91809308130357e-05,0.000161884333643612,4.69057819193846e-05,6.44444086419952e-05,0.000182980384502781,0.000434238422437355,0.000150161423530295
Christensenellaceae R-7 group,0.00221801712371262,0.00103768690156125,0.00242209348781462,0.0019770207157388,0.00227205598345943,0.0005385781536743,0.000809978940547546,0.00021243020150522,0.00013420245398773,0.000379499783142981,0.0001677817159875,0.000342382985579634,2.92149931344766e-05,7.60706950325836e-05,7.70926808208829e-05,0.000132241241084048,0.000148393972506644,4.69057819193846e-05,6.44444086419952e-05,7.31921538011125e-05,0.000166032337990753,0.000112621067647721
Defluviimonas,0.000977168383174091,0.000483467760954672,0.000599280862964443,0.00131801381049254,0.00209029150478268,0.0005385781536743,0.000242993682164264,0.000166909444039815,0.00013420245398773,5.42142547347116e-05,0.000104863572492188,0.000120841053733989,6.81683173137788e-05,6.33922458604863e-05,4.62556084925297e-05,2.47952327032589e-05,1.34903611369676e-05,6.25410425591795e-05,3.22222043209976e-05,0.000146384307602225,0.000280977802753582,0.000112621067647721
Luteolibacter,0.000248169748107706,5.89594830432527e-05,0.000149820215741111,0.000171914844846853,0.000568013995864858,7.97893560998963e-05,0.000107997192073006,3.03471716436028e-05,9.58588957055215e-05,0,2.09727144984375e-05,0.000181261580600983,3.89533241793022e-05,3.80353475162918e-05,3.08370723283531e-05,2.47952327032589e-05,4.04710834109029e-05,1.56352606397949e-05,1.61111021604988e-05,3.65960769005563e-05,0.000114945464762829,5.63105338238607e-05
Blastocatellales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Varunaivibrio,0,0,0,5.73049482822842e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OM190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nanoarchaeia,0.000930636555403896,0.000955143625300693,0.00084898122253296,0.0005443970086817,0.000431690636857292,0.000718104204899066,0.00143096279496733,0.000348992473901432,0.000977760736196319,0.00122885644065346,0.0015100354438875,0.00112784983485056,0.000272673269255115,0.000431067271851307,0.000339207795611885,0.00108272516137564,0.000391220472972061,0.000343975734075487,0.00040277755401247,0.000341563384405192,0.00012771718306981,0.000788347473534049
Oleiphilus,0.00224903834222608,0.00173340880147163,0.00224730323611666,0.00421191369874789,0.00206757094494808,3.98946780499481e-05,0.000863977536584049,0.000576596261228454,0.000498466257668712,0.00195171317044962,6.29181434953126e-05,0.000523644566180617,9.73833104482554e-06,6.33922458604863e-05,4.62556084925297e-05,0.000247952327032589,1.34903611369676e-05,3.12705212795897e-05,1.61111021604988e-05,3.65960769005563e-05,1.2771718306981e-05,0.00163300548089196
Pseudomonas,0.00341233403648095,0.00158011414555917,0.00222233320015981,0.00616028194034555,0.00472587644559562,7.97893560998963e-05,0.000728981046492791,0.000713158533624666,0.00352760736196319,0.00363235506722568,0,0.000523644566180617,5.84299862689532e-05,0.000114106042548875,0.000123348289313413,0.000132241241084048,6.74518056848382e-05,1.56352606397949e-05,3.22222043209976e-05,0.000121986923001854,8.94020281488671e-05,0.000769577295592762
RBG-16-55-12,0.000108574264797121,4.71675864346021e-05,7.49101078705553e-05,0,6.8161679503783e-05,0.000757998882949015,8.09978940547546e-05,0.00010621510075261,0.000115030674846626,5.42142547347116e-05,0.000230699859482813,4.02803512446629e-05,0.000594038193734358,7.60706950325836e-05,0.000215859506298472,0.000190096784058318,0.000418201195245997,0.000515963601113231,0.000338333145370475,0.000512345076607788,0.000561955605507165,1.87701779412869e-05
Ekhidna,0,0,0,0,2.27205598345943e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nitrospira,0.000372254622161559,0.000318381208433564,0.000374550539352777,0.000830921750093121,0.000886101833549179,0.000199473390249741,0.000296992278200767,0.000197256615683418,9.58588957055215e-05,0.000379499783142981,8.38908579937501e-05,0.000221541931845646,6.81683173137788e-05,0.000101427593376778,0.000138766825477589,4.95904654065178e-05,0.000107922889095741,6.25410425591795e-05,9.66666129629928e-05,0.000207377769103152,0.000166032337990753,0.000168931601471582
Bacillales,4.65318277701948e-05,9.43351728692043e-05,0,2.86524741411421e-05,6.8161679503783e-05,0.000259315407324663,8.09978940547546e-05,4.55207574654042e-05,5.75153374233129e-05,0,6.29181434953126e-05,0,6.81683173137788e-05,2.53568983441945e-05,0,3.30603102710119e-05,0,1.56352606397949e-05,4.83333064814964e-05,2.43973846003708e-05,0,5.63105338238607e-05
Sphingomonadaceae,0.000201637920337511,9.43351728692043e-05,0.000299640431482221,0.000458439586258273,0.000454411196691886,0.000139631373174818,0.000161995788109509,7.5867929109007e-05,1.91717791411043e-05,0,2.09727144984375e-05,0.000100700878111657,9.73833104482554e-06,0,3.08370723283531e-05,0,1.34903611369676e-05,1.56352606397949e-05,0,2.43973846003708e-05,5.10868732279241e-05,3.75403558825738e-05
KI89A clade,0.000434297059188485,0.000507051554171973,0.000724131042748702,0.000830921750093121,0.000704337354872424,0.000199473390249741,0.000863977536584049,0.000637290604515659,0.00026840490797546,0.000433714037877693,0.000230699859482813,0.000745186498026263,0.000282411600299941,0.000849456094530517,0.000786345344373005,0.000570290352174955,0.0004586722786569,0.000484693079833641,0.000418888656172969,0.000317165999804821,0.000830161689953766,0.00060064569412118
TA06,0,0,0,0,0,0,0,0,0,0,0,0,1.94766620896511e-05,0,0,0,0,0,0,0,0,0
OM27 clade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marine Methylotrophic Group 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87701779412869e-05
Candidatus Accumulibacter,0.000527360714728875,0.000365548794868167,0.000649220934878146,0.000773616801810836,0.000749778474541613,5.98420170749222e-05,0.000215994384146012,0.000182083029861617,0.00026840490797546,0.000487928292612404,4.19454289968751e-05,0.00014098122935632,1.94766620896511e-05,7.60706950325836e-05,0.000107929753149236,5.78555429742708e-05,8.09421668218058e-05,3.12705212795897e-05,0,3.65960769005563e-05,8.94020281488671e-05,9.38508897064344e-05
